alpha,r,a,b,t_v,t_b,e_miss,l_hit,num_valid_k,is_unimodal,best_k,best_mu,first_valid_k,last_valid_k,invalid_reasons,enough_valid,valid_unimodal
0.6,0.3,0.1,0.02,40.0,2.0,1.0,1.0,11,True,3,1.351225071628679,1,11,fanout,True,True
0.6,0.3,0.1,0.02,80.0,0.5,1.0,1.0,12,True,5,1.876775286495954,1,12,fanout,True,True
0.6,0.3,0.1,0.02,80.0,1.0,1.0,1.0,12,True,4,1.7098355418342928,1,12,fanout,True,True
0.6,0.3,0.1,0.02,80.0,2.0,1.0,1.0,12,True,4,1.4676991379585336,1,12,fanout,True,True
0.6,0.3,0.1,0.05,10.0,0.5,1.0,1.0,6,True,2,1.3827105273511562,1,6,fanout,True,True
0.6,0.3,0.1,0.05,10.0,1.0,1.0,1.0,6,True,2,1.2036276483820703,1,6,fanout,True,True
0.6,0.3,0.1,0.05,10.0,2.0,1.0,1.0,6,True,1,0.9653606409691448,1,6,fanout,True,True
0.6,0.3,0.1,0.05,20.0,0.5,1.0,1.0,8,True,3,1.5091302981100407,1,8,fanout,True,True
0.6,0.3,0.1,0.05,20.0,1.0,1.0,1.0,8,True,2,1.3157598126333991,1,8,fanout,True,True
0.6,0.3,0.1,0.05,20.0,2.0,1.0,1.0,8,True,2,1.077934833490601,1,8,fanout,True,True
0.6,0.3,0.1,0.05,40.0,0.5,1.0,1.0,9,True,4,1.626178654125689,1,9,fanout,True,True
0.6,0.3,0.1,0.05,40.0,1.0,1.0,1.0,9,True,3,1.442880300962829,1,9,fanout,True,True
0.6,0.3,0.1,0.05,40.0,2.0,1.0,1.0,9,True,2,1.1921683393236457,1,9,fanout,True,True
0.6,0.3,0.1,0.05,80.0,0.5,1.0,1.0,10,True,4,1.7397969005477203,1,10,fanout,True,True
0.6,0.3,0.1,0.05,80.0,1.0,1.0,1.0,10,True,4,1.560250349230571,1,10,fanout,True,True
0.6,0.3,0.1,0.05,80.0,2.0,1.0,1.0,10,True,3,1.312644329437052,1,10,fanout,True,True
0.6,0.3,0.1,0.1,10.0,0.5,1.0,1.0,5,True,2,1.2729032624772232,1,5,fanout,True,True
0.6,0.3,0.1,0.1,10.0,1.0,1.0,1.0,5,True,2,1.0814013677079455,1,5,fanout,True,True
0.6,0.3,0.1,0.1,10.0,2.0,1.0,1.0,5,True,1,0.8746680209091952,1,5,fanout,True,True
0.6,0.3,0.1,0.1,20.0,0.5,1.0,1.0,6,True,2,1.3842055801385988,1,6,fanout,True,True
0.6,0.3,0.1,0.1,20.0,1.0,1.0,1.0,6,True,2,1.2053333580647603,1,6,fanout,True,True
0.6,0.3,0.1,0.1,20.0,2.0,1.0,1.0,6,True,1,0.9659992578192045,1,6,fanout,True,True
0.6,0.3,0.1,0.1,40.0,0.5,1.0,1.0,8,True,3,1.510423298009906,1,8,fanout,True,True
0.6,0.3,0.1,0.1,40.0,1.0,1.0,1.0,8,True,3,1.3168567801777502,1,8,fanout,True,True
0.6,0.3,0.1,0.1,40.0,2.0,1.0,1.0,8,True,2,1.0787858359532336,1,8,fanout,True,True
0.6,0.3,0.1,0.1,80.0,0.5,1.0,1.0,9,True,4,1.6270631138870382,1,9,fanout,True,True
0.6,0.3,0.1,0.1,80.0,1.0,1.0,1.0,9,True,3,1.4435281161630007,1,9,fanout,True,True
0.6,0.3,0.1,0.1,80.0,2.0,1.0,1.0,9,True,2,1.1925644246360003,1,9,fanout,True,True
0.6,0.3,0.2,0.01,10.0,0.5,1.0,1.0,9,True,4,1.6520694406082017,1,9,fanout,True,True
0.6,0.3,0.2,0.01,10.0,1.0,1.0,1.0,9,True,3,1.4714718043918473,1,9,fanout,True,True
0.6,0.3,0.2,0.01,10.0,2.0,1.0,1.0,9,True,2,1.2214288224627112,1,9,fanout,True,True
0.6,0.3,0.2,0.01,20.0,0.5,1.0,1.0,11,True,4,1.767333032077484,1,11,fanout,True,True
0.6,0.3,0.2,0.01,20.0,1.0,1.0,1.0,11,True,4,1.592945256807341,1,11,fanout,True,True
0.6,0.3,0.2,0.01,20.0,2.0,1.0,1.0,11,True,3,1.3472387735053295,1,11,fanout,True,True
0.6,0.3,0.2,0.01,40.0,0.5,1.0,1.0,12,True,5,1.8741591830072133,1,12,fanout,True,True
0.6,0.3,0.2,0.01,40.0,1.0,1.0,1.0,12,True,4,1.7075650515006924,1,12,fanout,True,True
0.6,0.3,0.2,0.01,40.0,2.0,1.0,1.0,12,True,3,1.4651144582406588,1,12,fanout,True,True
0.6,0.3,0.2,0.01,80.0,0.5,1.0,1.0,14,True,6,1.9673240556308897,1,14,fanout,True,True
0.6,0.3,0.2,0.01,80.0,1.0,1.0,1.0,14,True,5,1.8153844674430024,1,14,fanout,True,True
0.6,0.3,0.2,0.01,80.0,2.0,1.0,1.0,14,True,4,1.5859673381207302,1,14,fanout,True,True
0.6,0.3,0.2,0.02,10.0,0.5,1.0,1.0,8,True,3,1.5386623429413635,1,8,fanout,True,True
0.6,0.3,0.2,0.02,10.0,1.0,1.0,1.0,8,True,3,1.3488107750938079,1,8,fanout,True,True
0.6,0.3,0.2,0.02,10.0,2.0,1.0,1.0,8,True,2,1.110171190680632,1,8,fanout,True,True
0.6,0.3,0.2,0.02,20.0,0.5,1.0,1.0,9,True,4,1.6592707004586793,1,9,fanout,True,True
0.6,0.3,0.2,0.02,20.0,1.0,1.0,1.0,9,True,3,1.4767019370441348,1,9,fanout,True,True
0.6,0.3,0.2,0.02,20.0,2.0,1.0,1.0,9,True,2,1.22461067539026,1,9,fanout,True,True
0.6,0.3,0.2,0.02,40.0,0.5,1.0,1.0,11,True,5,1.7704671916248065,1,11,fanout,True,True
0.6,0.3,0.2,0.02,40.0,1.0,1.0,1.0,11,True,4,1.5964769985459506,1,11,fanout,True,True
0.6,0.3,0.2,0.02,40.0,2.0,1.0,1.0,11,True,3,1.349907655940349,1,11,fanout,True,True
0.6,0.3,0.2,0.02,80.0,0.5,1.0,1.0,12,True,5,1.8759101060650167,1,12,fanout,True,True
0.6,0.3,0.2,0.02,80.0,1.0,1.0,1.0,12,True,4,1.7090833049379746,1,12,fanout,True,True
0.6,0.3,0.2,0.02,80.0,2.0,1.0,1.0,12,True,4,1.4667911549356425,1,12,fanout,True,True
0.6,0.3,0.2,0.05,10.0,0.5,1.0,1.0,6,True,2,1.3796642426867176,1,6,fanout,True,True
0.6,0.3,0.2,0.05,10.0,1.0,1.0,1.0,6,True,2,1.2001556727758413,1,6,fanout,True,True
0.6,0.3,0.2,0.05,10.0,2.0,1.0,1.0,6,True,1,0.9640727006350567,1,6,fanout,True,True
0.6,0.3,0.2,0.05,20.0,0.5,1.0,1.0,7,True,3,1.5065081433666707,1,7,fanout,True,True
0.6,0.3,0.2,0.05,20.0,1.0,1.0,1.0,7,True,2,1.3142292556857587,1,7,fanout,True,True
0.6,0.3,0.2,0.05,20.0,2.0,1.0,1.0,7,True,2,1.0762187761850746,1,7,fanout,True,True
0.6,0.3,0.2,0.05,40.0,0.5,1.0,1.0,9,True,4,1.6243933130848347,1,9,fanout,True,True
0.6,0.3,0.2,0.05,40.0,1.0,1.0,1.0,9,True,3,1.4415760459116722,1,9,fanout,True,True
0.6,0.3,0.2,0.05,40.0,2.0,1.0,1.0,9,True,2,1.1913728407292927,1,9,fanout,True,True
0.6,0.3,0.2,0.05,80.0,0.5,1.0,1.0,10,True,4,1.739039743694815,1,10,fanout,True,True
0.6,0.3,0.2,0.05,80.0,1.0,1.0,1.0,10,True,4,1.559355981027626,1,10,fanout,True,True
0.6,0.3,0.2,0.05,80.0,2.0,1.0,1.0,10,True,3,1.311972517738058,1,10,fanout,True,True
0.6,0.3,0.2,0.1,10.0,0.5,1.0,1.0,5,True,2,1.2693987000935683,1,5,fanout,True,True
0.6,0.3,0.2,0.1,10.0,1.0,1.0,1.0,5,True,1,1.0797984920271855,1,5,fanout,True,True
0.6,0.3,0.2,0.1,10.0,2.0,1.0,1.0,5,True,1,0.8733017298524156,1,5,fanout,True,True
0.6,0.3,0.2,0.1,20.0,0.5,1.0,1.0,6,True,2,1.3827105273511562,1,6,fanout,True,True
0.6,0.3,0.2,0.1,20.0,1.0,1.0,1.0,6,True,2,1.2036276483820703,1,6,fanout,True,True
0.6,0.3,0.2,0.1,20.0,2.0,1.0,1.0,6,True,1,0.9653606409691448,1,6,fanout,True,True
0.6,0.3,0.2,0.1,40.0,0.5,1.0,1.0,8,True,3,1.5091302981100407,1,8,fanout,True,True
0.6,0.3,0.2,0.1,40.0,1.0,1.0,1.0,8,True,2,1.3157598126333991,1,8,fanout,True,True
0.6,0.3,0.2,0.1,40.0,2.0,1.0,1.0,8,True,2,1.077934833490601,1,8,fanout,True,True
0.6,0.3,0.2,0.1,80.0,0.5,1.0,1.0,9,True,4,1.626178654125689,1,9,fanout,True,True
0.6,0.3,0.2,0.1,80.0,1.0,1.0,1.0,9,True,3,1.442880300962829,1,9,fanout,True,True
0.6,0.3,0.2,0.1,80.0,2.0,1.0,1.0,9,True,2,1.1921683393236457,1,9,fanout,True,True
0.6,0.5,0.05,0.01,10.0,0.5,1.0,1.0,10,True,5,1.9983359692721485,1,10,fanout,True,True
0.6,0.5,0.05,0.01,10.0,1.0,1.0,1.0,10,True,4,1.8730884269267454,1,10,fanout,True,True
0.6,0.5,0.05,0.01,10.0,2.0,1.0,1.0,10,True,3,1.6853097850105252,1,10,fanout,True,True
0.6,0.5,0.05,0.01,20.0,0.5,1.0,1.0,12,True,6,2.1080737337797464,1,12,fanout,True,True
0.6,0.5,0.05,0.01,20.0,1.0,1.0,1.0,12,True,5,1.9992778788454812,1,12,fanout,True,True
0.6,0.5,0.05,0.01,20.0,2.0,1.0,1.0,12,True,4,1.830220439360791,1,12,fanout,True,True
0.6,0.5,0.05,0.01,40.0,0.5,1.0,1.0,13,True,6,2.1990760937939116,1,13,fanout,True,True
0.6,0.5,0.05,0.01,40.0,1.0,1.0,1.0,13,True,6,2.1070899428606804,1,13,fanout,True,True
0.6,0.5,0.05,0.01,40.0,2.0,1.0,1.0,13,True,5,1.959053546579226,1,13,fanout,True,True
0.6,0.5,0.05,0.01,80.0,0.5,1.0,1.0,15,True,7,2.2723283664496794,1,15,fanout,True,True
0.6,0.5,0.05,0.01,80.0,1.0,1.0,1.0,15,True,7,2.1964379456242025,1,15,fanout,True,True
0.6,0.5,0.05,0.01,80.0,2.0,1.0,1.0,15,True,5,2.071134409385758,1,15,fanout,True,True
0.6,0.5,0.05,0.02,10.0,0.5,1.0,1.0,9,True,4,1.8740587852809296,1,9,fanout,True,True
0.6,0.5,0.05,0.02,10.0,1.0,1.0,1.0,9,True,3,1.732137269261167,1,9,fanout,True,True
0.6,0.5,0.05,0.02,10.0,2.0,1.0,1.0,9,True,3,1.5295927535907805,1,9,fanout,True,True
0.6,0.5,0.05,0.02,20.0,0.5,1.0,1.0,10,True,5,2.0005989033266185,1,10,fanout,True,True
0.6,0.5,0.05,0.02,20.0,1.0,1.0,1.0,10,True,4,1.875017253995333,1,10,fanout,True,True
0.6,0.5,0.05,0.02,20.0,2.0,1.0,1.0,10,True,3,1.6868385596960247,1,10,fanout,True,True
0.6,0.5,0.05,0.02,40.0,0.5,1.0,1.0,12,True,6,2.109218542214454,1,12,fanout,True,True
0.6,0.5,0.05,0.02,40.0,1.0,1.0,1.0,12,True,5,2.000364587459687,1,12,fanout,True,True
0.6,0.5,0.05,0.02,40.0,2.0,1.0,1.0,12,True,4,1.8312245996867378,1,12,fanout,True,True
0.6,0.5,0.05,0.02,80.0,0.5,1.0,1.0,13,True,6,2.1994921875973525,1,13,fanout,True,True
0.6,0.5,0.05,0.02,80.0,1.0,1.0,1.0,13,True,6,2.1076474762767496,1,13,fanout,True,True
0.6,0.5,0.05,0.02,80.0,2.0,1.0,1.0,13,True,5,1.9596274106459861,1,13,fanout,True,True
0.6,0.5,0.05,0.05,10.0,0.5,1.0,1.0,7,True,3,1.6884656638446498,1,7,fanout,True,True
0.6,0.5,0.05,0.05,10.0,1.0,1.0,1.0,7,True,2,1.529785342892392,1,7,fanout,True,True
0.6,0.5,0.05,0.05,10.0,2.0,1.0,1.0,7,True,2,1.3333394001393106,1,7,fanout,True,True
0.6,0.5,0.05,0.05,20.0,0.5,1.0,1.0,8,True,4,1.8302534601466616,1,8,fanout,True,True
0.6,0.5,0.05,0.05,20.0,1.0,1.0,1.0,8,True,3,1.688964241710043,1,8,fanout,True,True
0.6,0.5,0.05,0.05,20.0,2.0,1.0,1.0,8,True,2,1.4818092870595856,1,8,fanout,True,True
0.6,0.5,0.05,0.05,40.0,0.5,1.0,1.0,10,True,4,1.9604933171900898,1,10,fanout,True,True
0.6,0.5,0.05,0.05,40.0,1.0,1.0,1.0,10,True,4,1.8319126740599518,1,10,fanout,True,True
0.6,0.5,0.05,0.05,40.0,2.0,1.0,1.0,10,True,3,1.6411052794485743,1,10,fanout,True,True
0.6,0.5,0.05,0.05,80.0,0.5,1.0,1.0,11,True,5,2.0773390076739155,1,11,fanout,True,True
0.6,0.5,0.05,0.05,80.0,1.0,1.0,1.0,11,True,5,1.9608255220510926,1,11,fanout,True,True
0.6,0.5,0.05,0.05,80.0,2.0,1.0,1.0,11,True,4,1.7856217426808048,1,11,fanout,True,True
0.6,0.5,0.05,0.1,10.0,0.5,1.0,1.0,5,True,2,1.5375487401924184,1,5,fanout,True,True
0.6,0.5,0.05,0.1,10.0,1.0,1.0,1.0,5,True,2,1.3865791270377776,1,5,fanout,True,True
0.6,0.5,0.05,0.1,10.0,2.0,1.0,1.0,5,True,1,1.1824706179719424,1,5,fanout,True,True
0.6,0.5,0.05,0.1,20.0,0.5,1.0,1.0,7,True,3,1.6901131842501234,1,7,fanout,True,True
0.6,0.5,0.05,0.1,20.0,1.0,1.0,1.0,7,True,2,1.5307085280503976,1,7,fanout,True,True
0.6,0.5,0.05,0.1,20.0,2.0,1.0,1.0,7,True,2,1.3345117734125997,1,7,fanout,True,True
0.6,0.5,0.05,0.1,40.0,0.5,1.0,1.0,8,True,4,1.8313339535127182,1,8,fanout,True,True
0.6,0.5,0.05,0.1,40.0,1.0,1.0,1.0,8,True,3,1.689748640893555,1,8,fanout,True,True
0.6,0.5,0.05,0.1,40.0,2.0,1.0,1.0,8,True,2,1.4822915060550905,1,8,fanout,True,True
0.6,0.5,0.05,0.1,80.0,0.5,1.0,1.0,10,True,5,1.9609770033266256,1,10,fanout,True,True
0.6,0.5,0.05,0.1,80.0,1.0,1.0,1.0,10,True,4,1.8324288130041393,1,10,fanout,True,True
0.6,0.5,0.05,0.1,80.0,2.0,1.0,1.0,10,True,3,1.6415107228930894,1,10,fanout,True,True
0.6,0.5,0.1,0.01,10.0,0.5,1.0,1.0,10,True,5,1.9936835951281862,1,10,fanout,True,True
0.6,0.5,0.1,0.01,10.0,1.0,1.0,1.0,10,True,4,1.8691480321028175,1,10,fanout,True,True
0.6,0.5,0.1,0.01,10.0,2.0,1.0,1.0,10,True,3,1.682205548883362,1,10,fanout,True,True
0.6,0.5,0.1,0.01,20.0,0.5,1.0,1.0,12,True,6,2.1057460397277854,1,12,fanout,True,True
0.6,0.5,0.1,0.01,20.0,1.0,1.0,1.0,12,True,5,1.9970753405723254,1,12,fanout,True,True
0.6,0.5,0.1,0.01,20.0,2.0,1.0,1.0,12,True,4,1.82819159303023,1,12,fanout,True,True
0.6,0.5,0.1,0.01,40.0,0.5,1.0,1.0,13,True,6,2.1982369971602136,1,13,fanout,True,True
0.6,0.5,0.1,0.01,40.0,1.0,1.0,1.0,13,True,6,2.1059658740436635,1,13,fanout,True,True
0.6,0.5,0.1,0.01,40.0,2.0,1.0,1.0,13,True,5,1.957898410863746,1,13,fanout,True,True
0.6,0.5,0.1,0.01,80.0,0.5,1.0,1.0,15,True,7,2.2719332269386934,1,15,fanout,True,True
0.6,0.5,0.1,0.01,80.0,1.0,1.0,1.0,15,True,6,2.1959371310425055,1,15,fanout,True,True
0.6,0.5,0.1,0.01,80.0,2.0,1.0,1.0,15,True,5,2.0706937510146854,1,15,fanout,True,True
0.6,0.5,0.1,0.02,10.0,0.5,1.0,1.0,8,True,4,1.8699829493095121,1,8,fanout,True,True
0.6,0.5,0.1,0.02,10.0,1.0,1.0,1.0,8,True,3,1.7291742323380408,1,8,fanout,True,True
0.6,0.5,0.1,0.02,10.0,2.0,1.0,1.0,8,True,3,1.5257851718649524,1,8,fanout,True,True
0.6,0.5,0.1,0.02,20.0,0.5,1.0,1.0,10,True,5,1.9983359692721485,1,10,fanout,True,True
0.6,0.5,0.1,0.02,20.0,1.0,1.0,1.0,10,True,4,1.8730884269267454,1,10,fanout,True,True
0.6,0.5,0.1,0.02,20.0,2.0,1.0,1.0,10,True,3,1.6853097850105252,1,10,fanout,True,True
0.6,0.5,0.1,0.02,40.0,0.5,1.0,1.0,12,True,6,2.1080737337797464,1,12,fanout,True,True
0.6,0.5,0.1,0.02,40.0,1.0,1.0,1.0,12,True,5,1.9992778788454812,1,12,fanout,True,True
0.6,0.5,0.1,0.02,40.0,2.0,1.0,1.0,12,True,4,1.830220439360791,1,12,fanout,True,True
0.6,0.5,0.1,0.02,80.0,0.5,1.0,1.0,13,True,6,2.1990760937939116,1,13,fanout,True,True
0.6,0.5,0.1,0.02,80.0,1.0,1.0,1.0,13,True,6,2.1070899428606804,1,13,fanout,True,True
0.6,0.5,0.1,0.02,80.0,2.0,1.0,1.0,13,True,5,1.959053546579226,1,13,fanout,True,True
0.6,0.5,0.1,0.05,10.0,0.5,1.0,1.0,7,True,3,1.6851176256651603,1,7,fanout,True,True
0.6,0.5,0.1,0.05,10.0,1.0,1.0,1.0,7,True,2,1.5279199127193044,1,7,fanout,True,True
0.6,0.5,0.1,0.05,10.0,2.0,1.0,1.0,7,True,2,1.3309724198026809,1,7,fanout,True,True
0.6,0.5,0.1,0.05,20.0,0.5,1.0,1.0,8,True,4,1.828069324846464,1,8,fanout,True,True
0.6,0.5,0.1,0.05,20.0,1.0,1.0,1.0,8,True,3,1.6873833321848712,1,8,fanout,True,True
0.6,0.5,0.1,0.05,20.0,2.0,1.0,1.0,8,True,2,1.4808400924562253,1,8,fanout,True,True
0.6,0.5,0.1,0.05,40.0,0.5,1.0,1.0,10,True,4,1.959684168118222,1,10,fanout,True,True
0.6,0.5,0.1,0.05,40.0,1.0,1.0,1.0,10,True,4,1.8308750511346483,1,10,fanout,True,True
0.6,0.5,0.1,0.05,40.0,2.0,1.0,1.0,10,True,3,1.6402913938487855,1,10,fanout,True,True
0.6,0.5,0.1,0.05,80.0,0.5,1.0,1.0,11,True,5,2.076886831175303,1,11,fanout,True,True
0.6,0.5,0.1,0.05,80.0,1.0,1.0,1.0,11,True,5,1.9602362518174048,1,11,fanout,True,True
0.6,0.5,0.1,0.05,80.0,2.0,1.0,1.0,11,True,4,1.7850837756283147,1,11,fanout,True,True
0.6,0.5,0.1,0.1,10.0,0.5,1.0,1.0,5,True,2,1.5356339866980855,1,5,fanout,True,True
0.6,0.5,0.1,0.1,10.0,1.0,1.0,1.0,5,True,2,1.3842363428146163,1,5,fanout,True,True
0.6,0.5,0.1,0.1,10.0,2.0,1.0,1.0,5,True,1,1.1816494416816592,1,5,fanout,True,True
0.6,0.5,0.1,0.1,20.0,0.5,1.0,1.0,7,True,3,1.6884656638446498,1,7,fanout,True,True
0.6,0.5,0.1,0.1,20.0,1.0,1.0,1.0,7,True,2,1.529785342892392,1,7,fanout,True,True
0.6,0.5,0.1,0.1,20.0,2.0,1.0,1.0,7,True,2,1.3333394001393106,1,7,fanout,True,True
0.6,0.5,0.1,0.1,40.0,0.5,1.0,1.0,8,True,4,1.8302534601466616,1,8,fanout,True,True
0.6,0.5,0.1,0.1,40.0,1.0,1.0,1.0,8,True,3,1.688964241710043,1,8,fanout,True,True
0.6,0.5,0.1,0.1,40.0,2.0,1.0,1.0,8,True,2,1.4818092870595856,1,8,fanout,True,True
0.6,0.5,0.1,0.1,80.0,0.5,1.0,1.0,10,True,4,1.9604933171900898,1,10,fanout,True,True
0.6,0.5,0.1,0.1,80.0,1.0,1.0,1.0,10,True,4,1.8319126740599518,1,10,fanout,True,True
0.6,0.5,0.1,0.1,80.0,2.0,1.0,1.0,10,True,3,1.6411052794485743,1,10,fanout,True,True
0.6,0.5,0.2,0.01,10.0,0.5,1.0,1.0,10,True,5,1.9838339192596364,1,10,fanout,True,True
0.6,0.5,0.2,0.01,10.0,1.0,1.0,1.0,10,True,4,1.8609168265141738,1,10,fanout,True,True
0.6,0.5,0.2,0.01,10.0,2.0,1.0,1.0,10,True,3,1.675802515806095,1,10,fanout,True,True
0.6,0.5,0.2,0.01,20.0,0.5,1.0,1.0,12,True,5,2.1015723298951814,1,12,fanout,True,True
0.6,0.5,0.2,0.01,20.0,1.0,1.0,1.0,12,True,5,1.9925495763297416,1,12,fanout,True,True
0.6,0.5,0.2,0.01,20.0,2.0,1.0,1.0,12,True,4,1.8240495264260153,1,12,fanout,True,True
0.6,0.5,0.2,0.01,40.0,0.5,1.0,1.0,13,True,6,2.196530560898263,1,13,fanout,True,True
0.6,0.5,0.2,0.01,40.0,1.0,1.0,1.0,13,True,6,2.1036809550859523,1,13,fanout,True,True
0.6,0.5,0.2,0.01,40.0,2.0,1.0,1.0,13,True,5,1.9555579970469734,1,13,fanout,True,True
0.6,0.5,0.2,0.01,80.0,0.5,1.0,1.0,15,True,7,2.2711352282245136,1,15,fanout,True,True
0.6,0.5,0.2,0.01,80.0,1.0,1.0,1.0,15,True,6,2.195101789436561,1,15,fanout,True,True
0.6,0.5,0.2,0.01,80.0,2.0,1.0,1.0,15,True,5,2.0698065938973453,1,15,fanout,True,True
0.6,0.5,0.2,0.02,10.0,0.5,1.0,1.0,8,True,4,1.8614600971123376,1,8,fanout,True,True
0.6,0.5,0.2,0.02,10.0,1.0,1.0,1.0,8,True,3,1.72305594545364,1,8,fanout,True,True
0.6,0.5,0.2,0.02,10.0,2.0,1.0,1.0,8,True,3,1.5179417742711598,1,8,fanout,True,True
0.6,0.5,0.2,0.02,20.0,0.5,1.0,1.0,10,True,5,1.9936835951281862,1,10,fanout,True,True
0.6,0.5,0.2,0.02,20.0,1.0,1.0,1.0,10,True,4,1.8691480321028175,1,10,fanout,True,True
0.6,0.5,0.2,0.02,20.0,2.0,1.0,1.0,10,True,3,1.682205548883362,1,10,fanout,True,True
0.6,0.5,0.2,0.02,40.0,0.5,1.0,1.0,12,True,6,2.1057460397277854,1,12,fanout,True,True
0.6,0.5,0.2,0.02,40.0,1.0,1.0,1.0,12,True,5,1.9970753405723254,1,12,fanout,True,True
0.6,0.5,0.2,0.02,40.0,2.0,1.0,1.0,12,True,4,1.82819159303023,1,12,fanout,True,True
0.6,0.5,0.2,0.02,80.0,0.5,1.0,1.0,13,True,6,2.1982369971602136,1,13,fanout,True,True
0.6,0.5,0.2,0.02,80.0,1.0,1.0,1.0,13,True,6,2.1059658740436635,1,13,fanout,True,True
0.6,0.5,0.2,0.02,80.0,2.0,1.0,1.0,13,True,5,1.957898410863746,1,13,fanout,True,True
0.6,0.5,0.2,0.05,10.0,0.5,1.0,1.0,6,True,3,1.6782003243391919,1,6,fanout,True,True
0.6,0.5,0.2,0.05,10.0,1.0,1.0,1.0,6,True,2,1.524110687682488,1,6,fanout,True,True
0.6,0.5,0.2,0.05,10.0,2.0,1.0,1.0,6,True,2,1.32614719791205,1,6,fanout,True,True
0.6,0.5,0.2,0.05,20.0,0.5,1.0,1.0,8,True,4,1.823605803407315,1,8,fanout,True,True
0.6,0.5,0.2,0.05,20.0,1.0,1.0,1.0,8,True,3,1.6841720635518918,1,8,fanout,True,True
0.6,0.5,0.2,0.05,20.0,2.0,1.0,1.0,8,True,2,1.47888242344783,1,8,fanout,True,True
0.6,0.5,0.2,0.05,40.0,0.5,1.0,1.0,10,True,4,1.9580482073053582,1,10,fanout,True,True
0.6,0.5,0.2,0.05,40.0,1.0,1.0,1.0,10,True,4,1.8287781297288803,1,10,fanout,True,True
0.6,0.5,0.2,0.05,40.0,2.0,1.0,1.0,10,True,3,1.6386515083669646,1,10,fanout,True,True
0.6,0.5,0.2,0.05,80.0,0.5,1.0,1.0,11,True,5,2.075976303636255,1,11,fanout,True,True
0.6,0.5,0.2,0.05,80.0,1.0,1.0,1.0,11,True,5,1.9590499610569303,1,11,fanout,True,True
0.6,0.5,0.2,0.05,80.0,2.0,1.0,1.0,11,True,4,1.784002453231412,1,11,fanout,True,True
0.6,0.5,0.2,0.1,10.0,0.5,1.0,1.0,5,True,2,1.5317217156995582,1,5,fanout,True,True
0.6,0.5,0.2,0.1,10.0,1.0,1.0,1.0,5,True,2,1.3794559832801736,1,5,fanout,True,True
0.6,0.5,0.2,0.1,10.0,2.0,1.0,1.0,5,True,1,1.1799910538890326,1,5,fanout,True,True
0.6,0.5,0.2,0.1,20.0,0.5,1.0,1.0,7,True,3,1.6851176256651603,1,7,fanout,True,True
0.6,0.5,0.2,0.1,20.0,1.0,1.0,1.0,7,True,2,1.5279199127193044,1,7,fanout,True,True
0.6,0.5,0.2,0.1,20.0,2.0,1.0,1.0,7,True,2,1.3309724198026809,1,7,fanout,True,True
0.6,0.5,0.2,0.1,40.0,0.5,1.0,1.0,8,True,4,1.828069324846464,1,8,fanout,True,True
0.6,0.5,0.2,0.1,40.0,1.0,1.0,1.0,8,True,3,1.6873833321848712,1,8,fanout,True,True
0.6,0.5,0.2,0.1,40.0,2.0,1.0,1.0,8,True,2,1.4808400924562253,1,8,fanout,True,True
0.6,0.5,0.2,0.1,80.0,0.5,1.0,1.0,10,True,4,1.959684168118222,1,10,fanout,True,True
0.6,0.5,0.2,0.1,80.0,1.0,1.0,1.0,10,True,4,1.8308750511346483,1,10,fanout,True,True
0.6,0.5,0.2,0.1,80.0,2.0,1.0,1.0,10,True,3,1.6402913938487855,1,10,fanout,True,True
0.6,0.8,0.05,0.01,10.0,0.5,1.0,1.0,11,True,6,2.253402149689541,1,11,fanout,True,True
0.6,0.8,0.05,0.01,10.0,1.0,1.0,1.0,11,True,5,2.1859631616618915,1,11,fanout,True,True
0.6,0.8,0.05,0.01,10.0,2.0,1.0,1.0,11,True,4,2.0781164628379014,1,11,fanout,True,True
0.6,0.8,0.05,0.01,20.0,0.5,1.0,1.0,13,True,7,2.335061544747143,1,13,fanout,True,True
0.6,0.8,0.05,0.01,20.0,1.0,1.0,1.0,13,True,6,2.2844426032395018,1,13,fanout,True,True
0.6,0.8,0.05,0.01,20.0,2.0,1.0,1.0,13,True,5,2.2014319874084665,1,13,fanout,True,True
0.6,0.8,0.05,0.01,40.0,0.5,1.0,1.0,15,True,8,2.392224092746819,1,15,fanout,True,True
0.6,0.8,0.05,0.01,40.0,1.0,1.0,1.0,15,True,8,2.3563508601723333,1,15,fanout,True,True
0.6,0.8,0.05,0.01,40.0,2.0,1.0,1.0,15,True,7,2.296419503500939,1,15,fanout,True,True
0.6,0.8,0.05,0.01,80.0,0.5,1.0,1.0,17,True,9,2.430856216250815,1,17,fanout,True,True
0.6,0.8,0.05,0.01,80.0,1.0,1.0,1.0,17,True,9,2.4070152037714436,1,17,fanout,True,True
0.6,0.8,0.05,0.01,80.0,2.0,1.0,1.0,17,True,8,2.3650605718301474,1,17,fanout,True,True
0.6,0.8,0.05,0.02,10.0,0.5,1.0,1.0,9,True,5,2.146800135264071,1,9,fanout,True,True
0.6,0.8,0.05,0.02,10.0,1.0,1.0,1.0,9,True,4,2.0614351159050344,1,9,fanout,True,True
0.6,0.8,0.05,0.02,10.0,2.0,1.0,1.0,9,True,4,1.930881956534647,1,9,fanout,True,True
0.6,0.8,0.05,0.02,20.0,0.5,1.0,1.0,11,True,6,2.255485991240423,1,11,fanout,True,True
