alpha1,alpha2,r1,r2,a1,a2,b1,b2,capacity,t_v_base,t_v_slope,continuous_budget,k1_gs,k2_gs,k1_ssd,k2_ssd,gs_utility_gs_model,gs_utility_ssd_model,ssd_utility,utility_gap_abs,utility_gap_pct,gs_mu1_ssd_model,gs_mu2_ssd_model,ssd_mu1,ssd_mu2,gs_budget1_ssd_model,gs_budget2_ssd_model,ssd_budget1,ssd_budget2,gs_order,ssd_order,reversal,valid,invalid_reason
0.6,0.6,0.6,0.6,2.628523,2.628523,0.0038445,0.0038445,10,19.61302,0.09437,False,5,5,4,4,1.737022513572802,1.5031507813960554,1.5110313493845944,0.007880567988538978,0.003948057119334108,2.120337747171094,2.120337747171094,2.1287089617092056,2.1287089617092056,385.0,385.0,640.0,640.0,0,0,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.0038445,0.005126,10,19.61302,0.09437,False,5,5,4,4,1.737022513572802,1.4815315949416665,1.4961687132714148,0.014637118329748233,0.007345405270641977,2.120337747171094,2.0749897299394435,2.1287089617092056,2.0973046882576583,385.0,289.0,640.0,480.0,0,0,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.0038445,0.007689,10,19.61302,0.09437,False,5,5,4,4,1.737022513572802,1.443727517745378,1.4704681638621437,0.026740646116765632,0.013460105521674733,2.120337747171094,1.9980108827779737,2.1287089617092056,2.044089563559407,385.0,192.0,640.0,320.0,0,0,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.0038445,0.0115335,10,19.61302,0.09437,False,5,5,4,4,1.737022513572802,1.3962386320296167,1.4377568180914189,0.04151818606180213,0.020976061759819288,2.120337747171094,1.9053452796813701,2.1287089617092056,1.9783064361072598,385.0,128.0,640.0,213.0,0,0,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.0038445,0.015378,10,19.61302,0.09437,False,5,5,4,3,1.737022513572802,1.3550995012797706,1.4140348823553632,0.0589353810755926,0.029906159220201033,2.120337747171094,1.8285514766098516,2.127755798714186,1.9327948683183285,385.0,96.0,634.0,268.0,0,1,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.0038445,0.023067,10,19.61302,0.09437,False,5,5,4,3,1.737022513572802,1.2841611103083417,1.3821801786873185,0.09801906837897678,0.05023036378758974,2.120337747171094,1.703330955588647,2.127755798714186,1.8721965553063462,385.0,64.0,634.0,179.0,0,1,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.0038445,0.030756,10,19.61302,0.09437,False,5,5,4,3,1.737022513572802,1.2227008553616427,1.354270080025267,0.1315692246636242,0.06799665908101356,2.120337747171094,1.6017959438569689,2.127755798714186,1.820665823681446,385.0,48.0,634.0,134.0,0,1,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.0038445,0.061512,10,19.61302,0.09437,False,5,5,4,2,1.737022513572802,1.0240732923479539,1.270812569022508,0.2467392766745542,0.131302516451804,2.120337747171094,1.31324070327087,2.1267886338521755,1.675647085937372,385.0,24.0,628.0,121.0,0,1,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.0038445,0.07689,10,19.61302,0.09437,False,5,5,4,2,1.737022513572802,0.9361383933276856,1.2491485190152953,0.3130101256876098,0.16941668287806377,2.120337747171094,1.2026927517040076,2.1267886338521755,1.6397361760448483,385.0,19.0,628.0,97.0,0,1,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.005126,0.0038445,10,19.61302,0.09437,False,5,5,4,4,1.737022513572802,1.4815315949416665,1.4961687132714148,0.014637118329748233,0.007345405270641977,2.0749897299394435,2.120337747171094,2.0973046882576583,2.1287089617092056,289.0,385.0,480.0,640.0,0,0,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.005126,0.005126,10,19.61302,0.09437,False,5,5,4,4,1.737022513572802,1.4599124084872779,1.481306077158235,0.021393668670957044,0.01075425000723543,2.0749897299394435,2.0749897299394435,2.0973046882576583,2.0973046882576583,289.0,289.0,480.0,480.0,0,0,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.005126,0.007689,10,19.61302,0.09437,False,5,5,4,4,1.737022513572802,1.4221083312909895,1.455605527748964,0.03349719645797444,0.01688964233037922,2.0749897299394435,1.9980108827779737,2.0973046882576583,2.044089563559407,289.0,192.0,480.0,320.0,0,0,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.005126,0.0115335,10,19.61302,0.09437,False,5,5,4,4,1.737022513572802,1.3746194455752279,1.422894181978239,0.048274736403011165,0.024431032474043102,2.0749897299394435,1.9053452796813701,2.0973046882576583,1.9783064361072598,289.0,128.0,480.0,213.0,0,0,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.005126,0.015378,10,19.61302,0.09437,False,5,5,4,3,1.737022513572802,1.333480314825382,1.3990303143110565,0.06554999948567453,0.033318016264031296,2.0749897299394435,1.8285514766098516,2.0960680669193263,1.9327948683183285,289.0,96.0,475.0,268.0,0,1,False,True,
0.6,0.6,0.6,0.6,2.628523,2.628523,0.005126,0.023067,10,19.61302,0.09437,False,5,5,4,3,1.737022513572802,1.262541923853953,1.3671756106430117,0.10463368678905871,0.05370955053897898,2.0749897299394435,1.703330955588647,2.0960680669193263,1.8721965553063462,289.0,64.0,475.0,179.0,0,1,False,True,
