n,alpha_spread,capacity,sum_kstar,rho,regime,all_clients_concave,greedy_obj,dp_obj,milp_obj,greedy_minus_dp,dp_minus_milp,greedy_is_optimal,alloc_matches_dp,greedy_alloc,dp_alloc
5,0.18,11,24,2.1818181818181817,binding,True,12.171276992454626,12.171276992454626,12.171276992454624,0.0,1.7763568394002505e-15,True,True,1|1|2|3|4,1|1|2|3|4
5,0.18,12,24,2.0,binding,True,12.55910435253109,12.55910435253109,12.559104352531087,0.0,3.552713678800501e-15,True,True,1|1|2|3|5,1|1|2|3|5
5,0.18,13,24,1.8461538461538463,binding,True,12.934086052070867,12.934086052070867,12.934086052070867,0.0,0.0,True,True,1|2|2|3|5,1|2|2|3|5
5,0.18,14,24,1.7142857142857142,binding,True,13.25978598036616,13.25978598036616,13.25978598036616,0.0,0.0,True,True,1|2|2|4|5,1|2|2|4|5
5,0.18,15,24,1.6,binding,True,13.581903965630328,13.581903965630328,13.581903965630328,0.0,0.0,True,True,1|2|3|4|5,1|2|3|4|5
5,0.18,16,24,1.5,binding,True,13.855434197186085,13.855434197186085,13.855434197186085,0.0,0.0,True,True,2|2|3|4|5,2|2|3|4|5
5,0.18,17,24,1.411764705882353,binding,True,14.063666887213454,14.063666887213454,14.063666887213456,0.0,-1.7763568394002505e-15,True,True,2|3|3|4|5,2|3|3|4|5
5,0.18,18,24,1.3333333333333333,binding,True,14.246419152778902,14.246419152778902,14.246419152778904,0.0,-1.7763568394002505e-15,True,True,2|3|4|4|5,2|3|4|4|5
5,0.18,19,24,1.263157894736842,binding,True,14.413815478244835,14.413815478244835,14.413815478244837,0.0,-1.7763568394002505e-15,True,True,2|3|4|5|5,2|3|4|5|5
5,0.18,20,24,1.2,binding,True,14.539484688886269,14.539484688886269,14.539484688886269,0.0,0.0,True,True,2|3|4|5|6,2|3|4|5|6
5,0.18,21,24,1.1428571428571428,binding,True,14.664390848789276,14.664390848789276,14.664390848789276,0.0,0.0,True,True,3|3|4|5|6,3|3|4|5|6
5,0.18,22,24,1.0909090909090908,binding,True,14.756299302244681,14.756299302244681,14.756299302244681,0.0,0.0,True,True,3|4|4|5|6,3|4|4|5|6
5,0.18,23,24,1.0434782608695652,binding,True,14.811016203502778,14.811016203502778,14.811016203502778,0.0,0.0,True,True,3|4|5|5|6,3|4|5|5|6
5,0.18,24,24,1.0,slack,True,14.847746909060982,14.847746909060982,14.847746909060982,0.0,0.0,True,True,4|4|5|5|6,4|4|5|5|6
5,0.18,25,24,0.96,slack,True,14.847746909060982,14.847746909060982,14.847746909060982,0.0,0.0,True,True,4|4|5|5|6,4|4|5|5|6
5,0.18,26,24,0.9230769230769231,slack,True,14.847746909060982,14.847746909060982,14.847746909060982,0.0,0.0,True,True,4|4|5|5|6,4|4|5|5|6
5,0.18,27,24,0.8888888888888888,slack,True,14.847746909060982,14.847746909060982,14.847746909060982,0.0,0.0,True,True,4|4|5|5|6,4|4|5|5|6
5,0.18,28,24,0.8571428571428571,slack,True,14.847746909060982,14.847746909060982,14.847746909060985,0.0,-3.552713678800501e-15,True,True,4|4|5|5|6,4|4|5|5|6
8,0.0,8,40,5.0,binding,True,13.69806609695357,13.69806609695357,13.698066096953571,0.0,-1.7763568394002505e-15,True,True,1|1|1|1|1|1|1|1,1|1|1|1|1|1|1|1
8,0.0,9,40,4.444444444444445,binding,True,14.191412504016988,14.191412504016988,14.19141250401699,0.0,-1.7763568394002505e-15,True,True,2|1|1|1|1|1|1|1,2|1|1|1|1|1|1|1
8,0.0,10,40,4.0,binding,True,14.684758911080406,14.684758911080406,14.684758911080408,0.0,-1.7763568394002505e-15,True,True,2|2|1|1|1|1|1|1,2|2|1|1|1|1|1|1
8,0.0,11,40,3.6363636363636362,binding,True,15.178105318143825,15.178105318143825,15.178105318143826,0.0,-1.7763568394002505e-15,True,True,2|2|2|1|1|1|1|1,2|2|2|1|1|1|1|1
8,0.0,12,40,3.3333333333333335,binding,True,15.671451725207243,15.671451725207243,15.671451725207245,0.0,-1.7763568394002505e-15,True,True,2|2|2|2|1|1|1|1,2|2|2|2|1|1|1|1
8,0.0,13,40,3.076923076923077,binding,True,16.16479813227066,16.16479813227066,16.16479813227066,0.0,0.0,True,True,2|2|2|2|2|1|1|1,2|2|2|2|2|1|1|1
8,0.0,14,40,2.857142857142857,binding,True,16.65814453933408,16.65814453933408,16.65814453933408,0.0,0.0,True,True,2|2|2|2|2|2|1|1,2|2|2|2|2|2|1|1
8,0.0,15,40,2.6666666666666665,binding,True,17.151490946397498,17.151490946397498,17.1514909463975,0.0,-3.552713678800501e-15,True,True,2|2|2|2|2|2|2|1,2|2|2|2|2|2|2|1
8,0.0,16,40,2.5,binding,True,17.644837353460918,17.644837353460918,17.644837353460918,0.0,0.0,True,True,2|2|2|2|2|2|2|2,2|2|2|2|2|2|2|2
8,0.0,17,40,2.3529411764705883,binding,True,17.966955338725086,17.966955338725086,17.966955338725086,0.0,0.0,True,True,3|2|2|2|2|2|2|2,3|2|2|2|2|2|2|2
8,0.0,18,40,2.2222222222222223,binding,True,18.289073323989253,18.289073323989253,18.289073323989253,0.0,0.0,True,True,3|3|2|2|2|2|2|2,3|3|2|2|2|2|2|2
8,0.0,19,40,2.1052631578947367,binding,True,18.61119130925342,18.61119130925342,18.61119130925342,0.0,0.0,True,True,3|3|3|2|2|2|2|2,3|3|3|2|2|2|2|2
8,0.0,20,40,2.0,binding,True,18.93330929451759,18.93330929451759,18.93330929451759,0.0,0.0,True,True,3|3|3|3|2|2|2|2,3|3|3|3|2|2|2|2
